,k1,k2,kdam,phi,Sh,P0,N0,H0
0,7989113.25469129,0.6436310409957501,7.639251315099148e-05,1.1986843747230406e-07,0.0006686024721610821,154.2905868728019,92274353.24151808,0.01687933024986272
