,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.011937569193383164,1.0996114035460018e-16,0.001080820601043656,0.040343624149679826,3.803962593248365e-06,1539895.994308642,20000000.0,297.5739681069064,2560832.860448294
