,k1,k2,kdam,phi,Sh,P0,N0,H0
0,16091.834209163737,0.44472058522799446,1.4881589515619273e-08,2.2472893525092105e-07,7.268469591968806e-05,25.88519605368025,125843361.66170259,0.03420965703675143
