,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.289210744551383e-06,0.1849704028318633,0.06861925416512211,2.260407447308482e-07,0.00039033613191159035,2401.7549109981896,4203581.155120504,314.28212317094227
