,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.0019723463439497843,5.0503535033890696e-17,0.0015210556034889779,2.4486775767892152e-06,6.786119245979663e-07,1033245.5403200329,20000000.0,336.51528614477894,45982.776234961355
