,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.0025821283186423538,7.635790033016272e-18,0.0015397993169061002,4.132731174227942e-06,5.73637552913749e-07,1679530.8680476206,20000000.0,300.7726521554097,54771.186308806995
