,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.009818237778442707,2.9207570513512496e-16,0.069963182858086,0.027021984700736707,7.400881250421511e-06,174270.399566943,20000000.0,115.63917669685576,253060.16686814584
