,k1,k2,kdam,phi,Sh,D0,N0,H0
0,2.0832432122309167e-06,0.13664895357678122,0.08472355458725589,1.1055527327980703e-07,0.0014683860615570805,2206.641947447739,2654732.0499296226,314.86776231124117
