,k1,k2,kdam,phi,Sh,D0,N0,H0
0,38.27261160990146,107778.98717710076,2.419540543518354e-05,1.2293740528035138e-13,0.00031257803188401815,166416.47963636578,16685.142531621295,205.6970262773795
