,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.006026479806444502,9.863115975220198e-16,0.3052967927485744,0.001906814489906029,1.2865397543568934e-06,304901.49235321925,20000000.0,318.7838940768695,114223.59457478105
