,k1,k2,kdam,phi,Sh,D0,N0,H0
0,9.060663728652286e-07,0.20366313880816792,0.05604159692645494,2.3835549558659418e-07,0.0003099537692204719,2211.8664299467246,7925043.493111022,306.5425226277416
