,k1,k2,kdam,phi,Sh,P0,N0,H0
0,2214.794420308814,0.7490877246995764,0.0035637413071940923,3.719520138788323e-06,0.5287036826049974,58.75707094829002,88688894.61228459,15.740626298020826
