,k1,k2,kdam,phi,Sh,P0,N0,H0
0,11770292.860945031,0.5365876970213397,1.0510039049142647e-09,5.564026068103256e-11,1.2721041969109463e-07,141.09819200756294,124309613.42971824,3.723837609918597e-05
