,k1,k2,kdam,phi,Sh,P0,N0,H0
0,555495.801263196,0.5928577740665002,3.202314012427345e-09,6.9448292082814515e-09,4.3854594278469526e-06,104.64090841029743,2000833347.4425662,0.005505546719338344
