,k1,k2,kdam,phi,Sh,D0,N0,H0
0,2.8583834749464933e-06,0.35586458900769713,0.09932150755971793,3.1577151205799344e-07,0.0018587699854086277,2382.7631883601853,9821048.981432304,317.35229791248224
