,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.005285306011050251,3.5910936310474664e-16,0.04976710370918246,0.001491531929588125,1.5733628046841038e-06,259162.5976399374,20000000.0,340.4041230361314,71697.62082030042
