,k1,k2,kdam,phi,Sh,P0,N0,H0
0,9717.855876631418,0.7021979768029247,0.00012521138229834404,9.999920713013247e-07,0.0609778348437499,77.36253089408336,70873732.70468709,39.98648411954877
