,k1,k2,kdam,phi,Sh,kdams,phis,P0,S0,N0,H0
0,2.00E-06,0.6,0.010383658,3.64E-16,0.071356923,0.010383658,3.64E-06,169454.4912,169454.4912,20000000,93.62451637
