,k1,k2,kdam,phi,Sh,P0,N0,H0
0,132835.34100791244,0.43705913713485967,3.129790175018825e-11,7.352298587231077e-11,5.901711110489865e-09,42.360151991763374,5346331518.458208,6.53681049178786e-07
