,k1,k2,kdam,phi,Sh,D0,N0,H0
0,4.14541138307919e-06,3.732837231734402,0.07652231745941095,5.175138301102633e-07,0.0004993089875677631,2411.687963724646,92219752.52162041,315.5690250243539
