,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.7626851523149076e-06,0.5602440589100661,0.06693828798582832,1.746690342788938e-07,0.0013244138436305465,2459.4547769365977,19940632.042661153,311.7350105421988
