,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.00393235098112821,1.0043848210190502e-16,0.0008605760376310279,0.0018270030830102007,1.8439900844379252e-07,1459701.0744992818,20000000.0,334.10102409697936,49561.51229962041
