,k1,k2,kdam,phi,Sh,D0,N0,H0
0,4.835166683881839e-07,0.3354250984294537,0.04483258244898742,5.546074485064655e-07,0.0013886199306448845,2470.06810676142,8190052.848807895,321.219440837937
