,k1,k2,kdam,phi,Sh,D0,N0,H0
0,0.0007690407786121948,0.12372096439466368,0.19719680443293386,5.228303428408863e-08,0.001285113327885813,2351.7107210053555,235174686.67061186,312.4601283326134
