,k1,k2,kdam,phi,Sh,P0,N0,H0
0,932795.5679405468,0.4307256150219237,4.922977801180922e-10,4.879422571480652e-10,8.77600951076016e-05,154.36571508656928,343883359.93286717,0.0006773958556929613
