,k1,k2,kdam,phi,Sh,D0,N0,H0
0,9.296142324729993e-06,3.1205916732552237,0.2222888903426247,4.3935747568168326e-07,0.0028313562499350593,2279.200311661636,84356929.97612408,314.61793388659106
