,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.002689440511552303,1.6177242305319898e-18,0.0008446403885477098,1.1753661361748836e-07,5.132278546572475e-07,1773375.5206955199,20000000.0,360.50633410436234,93184.36561608745
