,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.0031990479468800488,5.132245261423635e-15,3.892484252321826e-06,0.001850633965018338,1.861738476693047e-06,144261.07350560083,20000000.0,420.43640267089626,42544.89971854538
