,k1,k2,kdam,phi,Sh,P0,N0,H0
0,64331145.586593345,0.6751381755768563,6.79307344144763e-10,7.0911104469002856e-12,2.1060341488783748e-07,391.49238354365343,183184743.66469616,7.530841879944452e-06
